year,month,day,hour,pm2.5,DEWP,TEMP,PRES,wind speed,hours of rain
2012,2,4,4,8,-23,-8,1028,6.26,0
2012,2,4,5,9,-23,-10,1028,3.13,0
2012,2,4,6,9,-23,-8,1028,5.81,0
2012,2,4,7,9,-23,-7,1028,11.62,0
2012,2,4,8,17,-23,-7,1029,16.54,0
2012,2,4,9,21,-22,-5,1029,20.56,0
2012,2,4,10,19,-22,-4,1029,24.58,0
2012,2,4,11,19,-22,0,1028,26.37,0
2012,2,4,12,20,-24,1,1027,1.79,0
2012,2,4,13,22,-25,1,1026,2.68,0
2012,2,4,14,29,-24,1,1025,4.47,0
2012,2,4,15,40,-24,2,1024,1.79,0
2012,2,4,16,69,-24,1,1024,6.71,0
2012,2,4,17,70,-21,0,1023,10.73,0
2012,2,4,18,62,-21,-1,1023,13.86,0
2012,2,4,19,60,-21,-2,1024,15.65,0
2012,2,4,20,61,-20,-3,1023,0.89,0
2012,2,4,21,72,-19,-5,1023,1.78,0
2012,2,4,22,82,-19,-5,1023,0.89,0
2012,2,4,23,100,-19,-5,1023,2.68,0
2012,2,5,0,118,-19,-5,1023,4.47,0
2012,2,5,1,126,-14,-5,1022,0.89,0
2012,2,5,2,140,-15,-5,1022,1.79,0
2012,2,5,3,132,-14,-5,1021,2.68,0
2012,2,5,4,119,-13,-4,1020,0.45,0
2012,2,5,5,100,-14,-4,1019,0.89,0
2012,2,5,6,92,-14,-5,1019,0.89,0
2012,2,5,7,90,-14,-5,1019,1.79,0
2012,2,5,8,109,-15,-4,1020,1.79,0
2012,2,5,9,103,-15,-4,1020,1.79,0
2012,2,5,10,81,-13,0,1020,3.58,0
2012,2,5,11,82,-12,1,1020,0.89,0
2012,2,5,12,100,-12,1,1019,1.78,0
2012,2,5,13,103,-14,2,1018,1.79,0
2012,2,5,14,116,-14,3,1017,1.79,0
2012,2,5,15,108,-14,4,1016,1.79,0
2012,2,5,16,113,-14,4,1016,4.92,0
2012,2,5,17,127,-14,3,1017,8.94,0
2012,2,5,18,132,-14,1,1017,12.96,0
2012,2,5,19,128,-12,-2,1018,13.85,0
2012,2,5,20,132,-12,-4,1018,14.74,0
2012,2,5,21,201,-11,-3,1018,0.45,0
2012,2,5,22,265,-12,-5,1018,0.89,0
2012,2,5,23,252,-11,-4,1019,0.89,0
2012,2,6,0,254,-11,-4,1019,0.89,0
2012,2,6,1,262,-10,-4,1019,2.68,0
2012,2,6,2,251,-12,-6,1020,0.89,0
2012,2,6,3,278,-12,-6,1020,2.68,0
2012,2,6,4,263,-13,-6,1020,5.81,0
2012,2,6,5,183,-17,-2,1021,13.86,0
2012,2,6,6,18,-20,-3,1023,23.69,0
2012,2,6,7,20,-20,-3,1024,32.63,0
2012,2,6,8,19,-20,-4,1026,43.81,0
2012,2,6,9,12,-21,-3,1027,59.01,0
2012,2,6,10,11,-21,-2,1027,71.97,0
2012,2,6,11,10,-22,-2,1027,87.17,0
2012,2,6,12,12,-23,-1,1027,99.24,0
2012,2,6,13,19,-25,-1,1027,111.31,0
2012,2,6,14,22,-25,-2,1027,124.27,0
2012,2,6,15,23,-26,-2,1028,137.23,0
2012,2,6,16,13,-28,-4,1029,153.32,0
2012,2,6,17,12,-28,-6,1030,165.39,0
2012,2,6,18,10,-28,-7,1031,174.33,0
2012,2,6,19,27,-27,-7,1032,188.19,0
2012,2,6,20,32,-27,-8,1033,200.26,0
2012,2,6,21,42,-26,-8,1033,213.22,0
2012,2,6,22,66,-26,-9,1033,224.4,0
2012,2,6,23,56,-25,-9,1033,233.34,0
2012,2,7,0,163,-26,-10,1033,239.15,0
2012,2,7,1,17,-27,-9,1034,252.11,0
2012,2,7,2,7,-28,-10,1034,265.97,0
2012,2,7,3,7,-28,-10,1034,278.04,0
2012,2,7,4,7,-28,-12,1034,283.85,0
2012,2,7,5,9,-27,-10,1033,293.68,0
2012,2,7,6,9,-27,-11,1034,300.83,0
2012,2,7,7,7,-27,-13,1034,304.85,0
2012,2,7,8,9,-27,-10,1034,0.89,0
2012,2,7,9,13,-25,-8,1034,7.15,0
2012,2,7,10,22,-25,-7,1033,14.3,0
2012,2,7,11,15,-24,-6,1032,21.45,0
2012,2,7,12,13,-25,-5,1031,30.39,0
2012,2,7,13,18,-24,-3,1030,39.33,0
2012,2,7,14,14,-24,-3,1029,46.48,0
2012,2,7,15,12,-24,-2,1028,54.53,0
2012,2,7,16,12,-24,-1,1028,60.34,0
2012,2,7,17,13,-24,-3,1028,66.15,0
2012,2,7,18,12,-25,-4,1028,71.07,0
2012,2,7,19,12,-25,-6,1029,75.99,0
2012,2,7,20,12,-23,-6,1029,83.14,0
2012,2,7,21,12,-24,-8,1030,88.06,0
2012,2,7,22,9,-24,-8,1030,92.98,0
2012,2,7,23,9,-24,-8,1030,98.79,0
2012,2,8,0,11,-24,-7,1030,105.94,0
2012,2,8,1,9,-24,-7,1030,113.09,0
2012,2,8,2,10,-25,-8,1030,118.9,0
2012,2,8,3,10,-24,-9,1030,124.71,0
2012,2,8,4,11,-25,-9,1029,129.63,0
2012,2,8,5,10,-25,-9,1029,131.42,0
2012,2,8,6,8,-25,-11,1028,134.55,0
2012,2,8,7,9,-25,-11,1028,136.34,0
2012,2,8,8,12,-23,-7,1028,1.79,0
2012,2,8,9,16,-22,-5,1028,3.13,0
2012,2,8,10,11,-22,-3,1027,7.15,0
2012,2,8,11,27,-22,-2,1026,16.09,0
2012,2,8,12,21,-22,0,1025,25.92,0
2012,2,8,13,16,-24,0,1024,35.75,0
2012,2,8,14,11,-23,2,1023,43.8,0
2012,2,8,15,11,-23,2,1023,49.61,0
2012,2,8,16,17,-24,2,1023,56.76,0
2012,2,8,17,17,-23,2,1023,63.91,0
2012,2,8,18,12,-21,-3,1024,1.79,0
2012,2,8,19,20,-21,-3,1025,3.13,0
2012,2,8,20,21,-21,-5,1026,1.79,0
2012,2,8,21,26,-21,-5,1026,3.13,0
2012,2,8,22,18,-20,-6,1026,0.89,0
2012,2,8,23,22,-21,-7,1027,3.13,0
2012,2,9,0,18,-20,-7,1027,4.92,0
2012,2,9,1,39,-19,-8,1027,0.89,0
2012,2,9,2,36,-20,-9,1026,0.45,0
2012,2,9,3,28,-19,-11,1026,0.9,0
2012,2,9,4,28,-21,-13,1026,0.89,0
2012,2,9,5,33,-20,-13,1027,4.02,0
2012,2,9,6,33,-20,-11,1026,5.81,0
2012,2,9,7,38,-20,-11,1027,0.89,0
2012,2,9,8,77,-17,-8,1027,3.13,0
2012,2,9,9,84,-18,-5,1027,6.26,0
2012,2,9,10,84,-17,-3,1028,1.79,0
2012,2,9,11,63,-18,-1,1027,1.79,0
2012,2,9,12,52,-20,1,1026,3.58,0
2012,2,9,13,40,-21,1,1025,5.37,0
2012,2,9,14,36,-21,3,1024,4.02,0
2012,2,9,15,37,-21,2,1024,8.94,0
2012,2,9,16,45,-21,2,1023,14.75,0
2012,2,9,17,51,-21,2,1023,19.67,0
2012,2,9,18,55,-21,1,1024,23.69,0
2012,2,9,19,66,-20,0,1024,28.61,0
2012,2,9,20,64,-18,0,1025,3.13,0
2012,2,9,21,56,-18,-2,1027,6.26,0
2012,2,9,22,57,-19,-5,1027,9.39,0
2012,2,9,23,21,-22,-1,1028,17.44,0
2012,2,10,0,6,-22,-2,1028,28.62,0
2012,2,10,1,4,-22,-3,1029,36.67,0
2012,2,10,2,6,-21,-2,1029,45.61,0
2012,2,10,3,8,-20,-3,1030,52.76,0
2012,2,10,4,7,-21,-4,1030,55.89,0
2012,2,10,5,9,-21,-6,1030,57.68,0
2012,2,10,6,11,-22,-6,1031,59.47,0
2012,2,10,7,13,-20,-9,1031,0.89,0
2012,2,10,8,21,-19,-3,1032,1.78,0
2012,2,10,9,29,-20,-2,1033,1.79,0
2012,2,10,10,19,-21,0,1032,3.13,0
2012,2,10,11,36,-22,2,1032,0.89,0
2012,2,10,12,23,-21,2,1030,2.68,0
2012,2,10,13,23,-22,3,1029,3.57,0
2012,2,10,14,18,-23,3,1028,3.13,0
2012,2,10,15,19,-22,3,1027,8.05,0
2012,2,10,16,27,-22,3,1027,13.86,0
2012,2,10,17,36,-22,2,1027,18.78,0
2012,2,10,18,23,-22,1,1026,23.7,0
2012,2,10,19,34,-21,0,1027,27.72,0
2012,2,10,20,46,-19,0,1027,32.64,0
2012,2,10,21,54,-19,0,1027,37.56,0
2012,2,10,22,63,-19,-1,1027,41.58,0
2012,2,10,23,82,-19,-2,1026,43.37,0
2012,2,11,0,74,-19,-3,1026,45.16,0
2012,2,11,1,95,-19,-4,1026,46.95,0
2012,2,11,2,102,-20,-7,1026,48.74,0
2012,2,11,3,114,-19,-7,1026,50.53,0
2012,2,11,4,121,-19,-10,1026,1.79,0
2012,2,11,5,117,-17,-9,1026,2.68,0
2012,2,11,6,112,-17,-10,1027,0.89,0
2012,2,11,7,123,-17,-11,1027,1.79,0
2012,2,11,8,126,-16,-10,1028,3.58,0
2012,2,11,9,129,-16,-3,1029,6.71,0
2012,2,11,10,121,-17,-1,1029,9.84,0
2012,2,11,11,111,-21,2,1029,4.02,0
2012,2,11,12,73,-22,3,1028,7.15,0
2012,2,11,13,49,-22,6,1027,3.13,0
2012,2,11,14,40,-22,5,1026,4.02,0
2012,2,11,15,39,-23,5,1026,7.15,0
2012,2,11,16,40,-23,5,1026,8.94,0
2012,2,11,17,34,-23,4,1026,10.73,0
2012,2,11,18,29,-23,2,1027,0.89,0
2012,2,11,19,44,-20,-1,1027,2.68,0
2012,2,11,20,74,-18,-3,1028,3.57,0
2012,2,11,21,87,-18,-3,1029,4.46,0
2012,2,11,22,106,-16,-2,1030,8.48,0
2012,2,11,23,147,-9,-4,1030,12.5,0
2012,2,12,0,175,-9,-5,1030,16.52,0
2012,2,12,1,107,-9,-5,1030,19.65,0
2012,2,12,2,99,-9,-4,1031,21.44,0
2012,2,12,3,86,-10,-6,1030,0.89,0
2012,2,12,4,74,-12,-7,1030,0.89,0
2012,2,12,5,78,-12,-8,1029,0.89,0
2012,2,12,6,75,-12,-10,1029,1.79,0
2012,2,12,7,70,-12,-10,1030,1.79,0
2012,2,12,8,70,-7,-4,1029,4.92,0
2012,2,12,9,77,-8,-2,1030,8.05,0
2012,2,12,10,90,-9,-1,1029,9.84,0
2012,2,12,11,113,-9,-1,1029,1.79,0
2012,2,12,12,97,-9,1,1027,1.79,0
2012,2,12,13,111,-8,0,1025,1.79,0
2012,2,12,14,104,-8,1,1024,1.79,0
2012,2,12,15,106,-9,0,1023,0.89,0
2012,2,12,16,105,-9,0,1024,1.78,0
2012,2,12,17,105,-9,0,1024,2.67,0
2012,2,12,18,112,-9,0,1024,1.79,0
2012,2,12,19,120,-8,-1,1024,0.89,0
2012,2,12,20,134,-9,-4,1024,0.89,0
2012,2,12,21,143,-8,-3,1024,0.89,0
2012,2,12,22,157,-10,-5,1025,0.89,0
2012,2,12,23,149,-8,-4,1025,1.78,0
2012,2,13,0,170,-11,-7,1024,3.13,0
2012,2,13,1,183,-10,-6,1024,0.89,0
2012,2,13,2,175,-12,-8,1024,1.78,0
2012,2,13,3,154,-11,-6,1024,1.79,0
2012,2,13,4,145,-11,-7,1023,3.58,0
2012,2,13,5,144,-10,-6,1023,5.37,0
2012,2,13,6,163,-10,-6,1024,6.26,0
2012,2,13,7,172,-9,-5,1024,9.39,0
2012,2,13,8,170,-9,-4,1025,11.18,0
2012,2,13,9,182,-9,-2,1025,12.97,0
2012,2,13,10,138,-9,-1,1025,1.79,0
2012,2,13,11,149,-10,1,1024,1.79,0
2012,2,13,12,163,-10,2,1023,0.89,0
2012,2,13,13,165,-9,4,1022,1.78,0
2012,2,13,14,192,-10,4,1022,3.13,0
2012,2,13,15,226,-9,4,1021,6.26,0
2012,2,13,16,221,-9,3,1021,9.39,0
2012,2,13,17,224,-9,2,1021,0.89,0
2012,2,13,18,228,-9,1,1021,0.89,0
2012,2,13,19,254,-8,-2,1021,1.78,0
2012,2,13,20,288,-8,-2,1021,2.67,0
2012,2,13,21,295,-8,-1,1022,0.89,0
2012,2,13,22,332,-9,-4,1023,1.78,0
2012,2,13,23,352,-9,-3,1023,2.67,0
2012,2,14,0,376,-10,-5,1023,0.89,0
2012,2,14,1,380,-10,-6,1023,0.89,0
2012,2,14,2,327,-9,-6,1023,3.13,0
2012,2,14,3,306,-10,-6,1023,7.15,0
2012,2,14,4,248,-9,-5,1024,11.17,0
2012,2,14,5,235,-8,-3,1024,16.98,0
2012,2,14,6,236,-11,-2,1025,21,0
2012,2,14,7,151,-13,-3,1026,25.02,0
2012,2,14,8,14,-15,-1,1027,4.02,0
2012,2,14,9,13,-17,-1,1028,7.15,0
2012,2,14,10,16,-19,1,1028,4.92,0
2012,2,14,11,16,-20,2,1028,8.94,0
2012,2,14,12,15,-22,5,1028,5.81,0
2012,2,14,13,22,-26,4,1027,12.96,0
2012,2,14,14,25,-24,3,1027,4.02,0
2012,2,14,15,26,-23,4,1027,5.81,0
2012,2,14,16,23,-24,3,1027,1.79,0
2012,2,14,17,24,-24,3,1028,3.58,0
2012,2,14,18,25,-21,-2,1028,4.47,0
2012,2,14,19,22,-20,-2,1029,0.89,0
